orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf,abstract
nggzekChuU,Applications,Health Medicine,Poster,False,6,12,Rethinking Genomic Modeling Through Optical Character Recognition,Hongxin Xiang; Pengsen Ma; Yunkang Cao; Di Yu; Haowen Chen; Xinyu Yang; xiangxiang Zeng,2602.02014,https://openreview.net/forum?id=nggzekChuU,2602.02014,2602.02014,"Recent genomic foundation models largely adopt large language model architectures that treat DNA as a one-dimensional token sequence. However, exhaustive sequential reading is structurally misaligned with sparse and discontinuous genomic semantics, leading to wasted computation on low-information background and preventing understanding-driven compression for long contexts. Here, we present OpticalDNA, a vision-based framework that reframes genomic modeling as Optical Character Recognition (OCR)-style document understanding. OpticalDNA renders DNA into structured visual layouts and trains an OCR-capable vision--language model with a \emph{visual DNA encoder} and a \emph{document decoder}, where the encoder produces compact, reconstructible visual tokens for high-fidelity compression. Building on this representation, OpticalDNA defines prompt-conditioned objectives over core genomic primitives—reading, region grounding, subsequence retrieval, and masked span completion—thereby learning layout-aware DNA representations that retain fine-grained genomic information under a reduced effective token budget. Across diverse genomic benchmarks, OpticalDNA consistently outperforms recent baselines; on sequences up to 450k bases, it achieves the best overall performance with nearly $20\times$ fewer effective tokens, and surpasses models with up to $985\times$ more activated parameters while tuning only 256k \emph{trainable} parameters."
OQ6jQHJPTT,Applications,Neuroscience Cognitive Science,Poster,False,3,6,Multimodal Scaling Laws for Task & Data-Optimized Models of Visual Cortex,Abdulkadir Gokce; Yingtian Tang; Martin Schrimpf,,https://openreview.net/forum?id=OQ6jQHJPTT,,,"Task-optimized neural networks are the leading in-silico models of sensory cortex, yet the field lacks a unified understanding of which modeling choices drive improved brain alignment. Prior NeuroAI work is fragmented across datasets and modalities, making it difficult to determine robust scaling trends. Here, we systematically investigate the scaling laws of model-to-brain alignment across 8 neural datasets (spanning electrophysiology, fMRI, EEG, and MEG) and over 600 models with diverse architectures and pretraining configurations. We report three scaling trends:  (1) *Pretraining saturation*: Alignment improves with pretraining compute and data scale but saturates across all recording modalities. (2) *Complementary fine-tuning*: Hybrid task & neural data optimization yields consistent improvements in alignment that generalize across datasets and modalities. (3) *Mapping scaling*: Increasing the number of neural samples to fit model-to-brain mappings yields log-linear gains with the largest impact on alignment. Finally, we propose a novel subject-shared cross-attention mapping which drastically reduces parameter count and improves alignment. Taken together, these results establish multimodal scaling laws that guide resource allocation for next-generation brain models."
YcccAbXbVK,Applications,Health Medicine,Poster,False,5,10,Dynamic Decision Learning: Test-Time Evolution for Abnormality Grounding in Rare Diseases,Jun Li; Mingxuan Liu; Jiazhen Pan; Che Liu; Wenjia Bai; Cosmin I. Bercea; Julia Schnabel,2604.24972,https://openreview.net/forum?id=YcccAbXbVK,2604.24972,,"Clinical abnormality grounding for rare diseases is often hindered by data scarcity, rendering supervised fine-tuning infeasible and single-pass inference highly unstable. Thus, we propose Dynamic Decision Learning (DDL), a framework that enables frozen LVLMs to refine their decisions across language and visual spaces by optimizing instructions and consolidating predictions under visual perturbations, thereby improving localization quality and producing a consensus-based reliability score that quantifies the model’s confidence. Results on brain-imaging benchmarks, including a rare-disease dataset with 281 pathology types across 3B–72B models, show that DDL improves mAP@75 by up to 105% on rare-disease cases and surpasses adaptation baselines and supervised fine-tuning. Moreover, we show that DDL yields stronger calibration between consensus-based reliability scores and localization accuracy under severe distribution shifts and increasing task difficulty. The code is available at https://github.com/compai-lab/2026-ICML-DDL ."
KPsrOYaU79,Applications,Health Medicine,Poster,False,3,6,Salus: Strategic Diagnostic Testing for Complex Diagnosis via Multi-Agent Reinforcement Learning,Shuohao Gao; Xuanzhong Chen; Lingxiao Luo; Zilin Ding; Rong Han; Rui Jiang; Ting Chen,,https://openreview.net/forum?id=KPsrOYaU79,,,"Diagnosing complex diseases is inherently a sequential and iterative medical investigation process, in which a clinician strategically requests multiple rounds of diagnostic tests to differentiate among similar diseases until reaching a definitive diagnosis. 
Although large language models show great potential as clinical assistants, they often struggle to navigate this complex interactive process, suffering from premature diagnostic closure. Furthermore, optimizing LLMs for such multi-round environments is frequently hindered by the challenge of reward sparsity and hacking.
In this paper, we introduce $\textbf{CompDiag-Bench}$, a benchmark that formalizes diagnosis as a sequential decision-making process where a clinician must strategically request diagnostic tests from a dynamic environment in order to reach a definitive diagnosis.
To address this task, we propose $\texttt{Salus}$, a multi-agent framework that decouples diagnostic reasoning into three specialized functional roles: a Differential Reasoner, a Strategic Controller, and a Workup Proposer. 
$\texttt{Salus}$ is optimized via multi-agent reinforcement learning employing structured rewards to calibrate strategic diagnostic behavior.
Specifically, we leverage an LLM-as-a-Judge reward mechanism to provide dense, semantically-grounded feedback, designed to penalize premature closure and incentivize accurate differential diagnoses. 
Experimental results show that our model, $\texttt{Salus-7B}$, attains state-of-the-art Top-1 accuracy of $83.64\%$ on complex cases, outperforming DeepSeek-V3.2 ($71.38\%$) and achieving performance on par with GPT-5.2 ($80.30\%$)."
T7y2wavrFM,Applications,Health Medicine,Poster,False,5,10,The Double Dilemma in Multi-Task Radiology Report Generation: A Gradient Dynamics Analysis and Solution,Erjian Zhang; Yatong Hao; Liejun Wang; Zhiqing Guo,2605.22635,https://openreview.net/forum?id=T7y2wavrFM,2605.22635,,"While multi-task learning based automatic radiology report generation (RRG) is widely adopted to ensure clinical consistency, most focus on architectural designs yet remain limited to coarse linear scalarization strategies. These strategies cannot effectively balance the hard constraints of discriminative clinical supervision with the smoothness requirements of report generation. To address these problems, we analyze the failure mechanism of linear scalarization from the perspective of gradient dynamics, utilizing the stochastic differential equation (SDE) framework to characterize it as a ""Double Dilemma"" of drift term deviation and diffusion term decay. Based on this, we propose a backbone-agnostic optimizer named **C**onflict-**A**verse **M**agnitude-**E**nhanced **Grad**ient Descent (CAME-Grad). Through conflict-averse direction rectification and magnitude-enhanced energy injection, the algorithm not only ensures geometric validity, but also avoids local optimal solutions. Then, the adaptive gradient fusion mechanism is used to establish a dynamic balance between the theoretical optimal direction and the task-specific inductive bias. Experiments show that as a universal plug-and-play optimizer, CAME-Grad brings substantial and consistent improvements across eight diverse RRG methods, elevating overall clinical efficacy performance by an average of 2.3\% on MIMIC-CXR and 1.9\% on IU X-Ray. Our code is available at https://github.com/vpsg-research/CAME-Grad."
AYXgo5FjYz,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Structure Abstraction and Generalization in a Hippocampal-Entorhinal Inspired World Model,Tianqiu Zhang; Muyang Lyu; Xiao Liu; Si Wu,2605.15733,https://openreview.net/forum?id=AYXgo5FjYz,2605.15733,2605.15733,"Humans abstract experiences into structured representations to facilitate pattern inference and knowledge transfer. While the hippocampal-entorhinal (HPC-MEC) circuit is known to represent both spatial and conceptual spaces, the mechanisms for concurrently extracting abstract structures from continuous, high-dimensional dynamics remain poorly understood. We propose a brain-inspired hierarchical model that simultaneously infers latent transitions and constructs a predictive visual world model. Our architecture employs an inverse model for structural extraction alongside an HPC-MEC coupling model that dissociates relational structures (MEC) from integrated episodic scenes (HPC). Using rotation dynamics as a benchmark, we demonstrate the model's capacity for structural abstraction. By leveraging velocity-driven path integration, the framework enables robust prediction and structural reuse across diverse contexts, thereby achieving structural generalization. This work provides a novel computational framework for understanding how brain-inspired, self-supervised learning of world models facilitates the acquisition of reusable abstract knowledge."
s8cdRWLTCc,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Scaling Vision Transformers for Functional MRI with Flat Maps,Connor Lane; Mihir Tripathy; Leema Krishna Murali; Ratna Sagari Grandhi; Shamus Sim Zi Yang; Sam Gijsen; Debojyoti Das; Manish Ram; Utkarsh Kumar Singh; Cesar Kadir Torrico Villanueva; YUXIANG WEI; Will Beddow; Gianfranco Cortes; Suin Cho; Daniel Z Kaplan; Benjamin Warner; Tanishq Mathew Abraham; Paul Steven Scotti,2510.13768,https://openreview.net/forum?id=s8cdRWLTCc,2510.13768,2510.13768,"We study the problem of training self-supervised foundation models for functional MRI. Our main contributions are: (1) we introduce a new model family (CortexMAE) trained using the masked autoencoder framework on 2.1K hours of open fMRI data, and (2) we release the first open evaluation suite (Brainmarks) for fMRI foundation models. Our core innovation is simple: we adapt the Vision Transformer to fMRI by first converting each 3D fMRI volume to a 2D map using a cortical flat map projection. We directly compare flat maps to both parcellation and volume-based representations. While each has its advantages, flat maps generally perform best. We perform the first systematic scaling analysis for fMRI and observe strict power law scaling, albeit with limits. Finally, we use Brainmarks to do controlled benchmark comparisons. On subject-level trait prediction, we report a challenging null result: no single model achieves clear state-of-the-art performance. Moreover, all models struggle to outperform a simple functional connectivity baseline. On cognitive state decoding, we observe more robust performance, and in this setting our CortexMAE family outperforms prior models by a large margin. Code, models, and datasets are available at https://github.com/MedARC-AI/CortexMAE and https://github.com/MedARC-AI/Brainmarks."
XrRqY9QOSa,Applications,Neuroscience Cognitive Science,Poster,False,6,12,"Alignment between Brains and AI: Evidence for Convergent Evolution across Modalities, Scales and Training Trajectories",Guobin Shen; Dongcheng Zhao; Yiting Dong; Qian Zhang; Yi Zeng,2507.01966,https://openreview.net/forum?id=XrRqY9QOSa,2507.01966,,"Artificial and biological systems may converge on similar computational strategies despite different architectures and learning mechanisms—a form of convergent evolution. We test this at scale by comparing internal representations of 630 AI models (language and vision; 1.33M–72B parameters) against fMRI from the Natural Scenes Dataset, producing over 60 million alignment measurements. Within each modality, higher-performing models spontaneously develop stronger brain correspondence (language: *r* = 0.89; vision: *r* = 0.53); because the inputs are image-evoked, the language results reflect visual-semantic alignment rather than a direct cross-modal comparison. Longitudinal analysis combined with bidirectional Granger tests further shows that past alignment predicts future performance more reliably than the reverse, identifying brain-like representations as a robust early-emerging correlate of learning. Modality-specific organization also emerges: language models align with limbic and integrative regions, vision models with visual cortical hierarchies."
3moDc5lpBC,Applications,Health Medicine,Poster,False,5,10,Process Reward Agents for Steering Knowledge-Intensive Reasoning,Jiwoong Sohn; Tomasz Sternal; Kenneth Styppa; Torsten Hoefler; Michael Moor,2604.09482,https://openreview.net/forum?id=3moDc5lpBC,2604.09482,2604.09482,"Reasoning in knowledge-intensive domains remains challenging as intermediate steps are often not locally verifiable: unlike math or code, evaluating step correctness may require synthesizing clues across large external knowledge sources. As a result, subtle errors can propagate through reasoning traces, potentially never to be detected. Prior work has proposed process reward models (PRMs), including retrieval-augmented variants, but these methods operate post hoc, scoring completed trajectories, which prevents their integration into dynamic inference procedures. Here, we introduce Process Reward Agents (PRA), an inference-time method for providing domain-grounded, online, step-wise rewards to a frozen policy. In contrast to prior retrieval-augmented PRMs, PRA enables search-based decoding to rank and prune candidate trajectories at every generation step. Experiments on multiple medical reasoning benchmarks demonstrate that PRA consistently outperforms strong baselines, achieving 81.9% accuracy on MedQA with Qwen3-4B, a new state of the art at the 4B scale. Importantly, PRA generalizes to unseen frozen policy models ranging from 0.5B to 8B parameters, improving their accuracy by up to 25.7% without any policy model updates. More broadly, PRA suggests a paradigm in which frozen reasoners are decoupled from domain-specific reward modules, allowing the deployment of new backbones in complex domains without retraining. All code and data are publicly available at https://process-reward-agents.github.io/."
guBK9kwmEL,Applications,Health Medicine,Poster,False,5,10,No Data? No Problem: Robust Vision-Tabular Learning with Missing Values,Marta Hasny; Laura Alexandra Daza; Keno Bressem; Maxime Di Folco; Julia Schnabel,2512.19602,https://openreview.net/forum?id=guBK9kwmEL,2512.19602,,"Large-scale medical biobanks provide imaging data complemented by extensive tabular information, such as clinical measurements or demographics. However, this abundance of tabular attributes does not reflect real-world datasets, where only a subset of attributes may be available. This discrepancy calls for methods that remain robust to missing values at inference. To address this challenge, we propose RoVTL (Robust Vision-Tabular Learning), a framework designed to handle any level of tabular data availability, from 0% to 100%. RoVTL comprises two key stages: contrastive pretraining, where we introduce tabular attribute missingness as data augmentation to promote robustness, and downstream task tuning, where tabular missingness is complemented by a novel Tabular More vs. Fewer loss that ranks performance based on the amount of available tabular data. Combined with gated-cross attention fusion module, 
our tuning approach enables consistent performance across all tabular data completeness scenarios. We evaluate RoVTL on cardiac MRI scans from the UK Biobank, demonstrating superior robustness to missing tabular data compared to prior methods. Furthermore, RoVTL successfully generalizes to an external cardiac MRI dataset for multimodal disease classification, and extends to the natural images domain, achieving robust performance on a car advertisements dataset. The model weights and code are available at https://github.com/marteczkah/RoVTL."
lbppqtDUKn,Applications,Neuroscience Cognitive Science,Poster,False,5,10,A Deep Learning Model of Mental Rotation Informed by Interactive VR Experiments,Raymond Khazoum; Daniela Fernandes; Aleksandr Krylov; Qin Li; Stephane Deny,2512.13517,https://openreview.net/forum?id=lbppqtDUKn,2512.13517,2512.13517,"Mental rotation—the ability to compare objects seen from different viewpoints—is a fundamental example of mental simulation and spatial world modeling in humans.  Here we propose a mechanistic model of human mental rotation, leveraging recent advances in deep, equivariant, and neuro-symbolic learning. Our model consists of three stacked components: (1) an equivariant neural encoder, producing 3D spatial representations of objects from images, (2) a neuro-symbolic object encoder, deriving symbolic objects descriptions from these spatial representations, and (3) a neural decision agent, comparing these symbolic descriptions to prescribe rotation simulations in 3D latent space via a recurrent pathway. Our model design is guided by the existing experimental literature on mental rotation, which we complemented with experiments in VR where participants could at times manipulate the objects to compare. Our model captures well the performance, response times and behavior of participants in our and others' experiments, and through ablation studies we demonstrate the necessity of each component. Our work adds to a recent collection of deep neural models of human spatial reasoning, further demonstrating the potency of integrating deep, equivariant, and symbolic representations to model the human mind."
n5Ds4qbtjM,Applications,Neuroscience Cognitive Science,Poster,False,5,10,Abstraction Induces the Brain Alignment of Language and Speech Models,Emily Cheng; Aditya R. Vaidya; Richard Antonello,2602.04081,https://openreview.net/forum?id=n5Ds4qbtjM,2602.04081,,"Research has repeatedly demonstrated that intermediate hidden states extracted from large language models and speech audio models predict measured brain response to natural language stimuli. Yet, very little is known about the representation properties that enable this high prediction performance. Why is it the intermediate layers, and not the output layers, that are most effective for this unique and highly general transfer task? We give evidence that the correspondence between speech and language models and the brain derives from shared meaning abstraction and not their next-word prediction properties. In particular, models construct higher-order linguistic features in their middle layers, cued by a peak in the layerwise *intrinsic dimension*, a measure of feature complexity. We show that a layer's intrinsic dimension strongly predicts how well it explains fMRI and ECoG signals; that the relation between intrinsic dimension and brain predictivity arises over model pre-training; and finetuning models to better predict the brain causally increases both representations' intrinsic dimension and their semantic content. Results suggest that semantic richness, high intrinsic dimension, and brain predictivity mirror each other, and that the key driver of model-brain similarity is *rich meaning abstraction* of the inputs, where language modeling is a task sufficiently complex (but perhaps not the only) to require it."
YzlscRoNUj,Applications,Health Medicine,Poster,False,3,6,How Should Transformers Encode Numeric Values in Electronic Health Records?,Maria Elkjær Montgomery; Christian Igel; Mikkel Fruelund Odgaard; Martin Sillesen; Mads Nielsen,,https://openreview.net/forum?id=YzlscRoNUj,,,"How do we encode numeric values in transformer-based sequence processing, particularly in electronic health record (EHR) data? We systematically compare discrete, continuous, and hybrid value encoding strategies using synthetic arithmetic tasks embedded within real-world EHR data, as well as real-world clinical prediction tasks. Our study reveals trade-offs between numeric precision, optimisation stability, and architectural flexibility. We find that approaches that explicitly model value-concept interactions perform best on precision-sensitive arithmetic tasks when architectural constraints permit. Hybrid token-based approaches that retain numeric values but apply binning prior to projection provide a more robust and broadly applicable alternative, with the optimal number of bins following a simple empirically derived power-law in dataset size. Across tasks, models consistently exhibit reliable “good enough” numeric computation rather than exact arithmetic, while clinical gains from incorporating laboratory values are task-dependent. This suggests that robustness and deployability often outweigh maximal numeric precision in practice, motivating hybrid token-based approaches as a practical default."
bOlF0eLPXa,Applications,Health Medicine,Poster,False,5,10,EvoEGF-Mol: Evolving Exponential Geodesic Flow for Structure-based Drug Design,Yaowei Jin; Junjie Wang; Cheng Cao; Penglei Wang; Duo An; Qian Shi,2601.22466,https://openreview.net/forum?id=bOlF0eLPXa,2601.22466,,"Structure-Based Drug Design (SBDD) aims to discover bioactive ligands. Conventional approaches construct probability paths separately in Euclidean and probabilistic spaces for continuous atomic coordinates and discrete chemical categories, leading to a mismatch with the underlying statistical manifolds. We address this issue by representing molecules using composite exponential-family distributions, where coordinates and categories are represented within a unified natural parameter space to evolve synchronously along exponential geodesics under the Fisher-Rao metric. To avoid the instantaneous trajectory collapse induced by geodesics directly targeting Dirac distributions, we propose Evolving Exponential Geodesic Flow for SBDD (EvoEGF-Mol), which replaces static Dirac targets with dynamically concentrating distributions and is trained with a progressive-parameter-refinement architecture. Our model approaches a reference-level PoseBusters passing rate (93.4%) on CrossDock, demonstrating remarkable geometric precision and interaction fidelity, while achieving superior performance over baseline methods on real-world MolGenBench tasks for bioactive scaffold recovery. Code is available at https://github.com/BLEACH366/EvoEGF-Mol."
68GUslfGLY,Applications,Health Medicine,Poster,False,2,4,Learning Adaptive Topology with FiLM-Guided Distillation for Tertiary Structure-Based RNA Design,Zixun Zhang; Yuncheng Jiang; Yuzhe Zhou; Jiayou Zheng; Shuguang Cui; Zhen Li,,https://openreview.net/forum?id=68GUslfGLY,,,"Tertiary structure-based RNA design aims to generate RNA sequences that can fold into desired 3D structures, but remains a challenging problem due to the scarcity of annotated data, structural noise, and the intrinsic complexity of RNA topology. Existing structure-to-sequence frameworks largely rely on static k-nearest neighbor graphs and rigid message passing schemes, which fail to capture the flexible and heterogeneous nature of RNA geometry. To address these issues, we propose a unified framework, ATL-FGD, that integrates Adaptive Topology Learning (ATL) and FiLM-Guided Distillation (FGD) for robust RNA design. ATL introduces a differentiable edge gating mechanism to jointly learn topology and representation, enabling the model to construct data-driven, layer-adaptive graphs that better reflect structural dynamics and biochemical consistency. On top of this, FGD bridges structural and sequence representations via feature-wise linear modulation, softly transferring the semantic knowledge from RNA foundation models without relying on them during inference. Extensive experiments on tertiary structure-based RNA design benchmarks demonstrate that our approach achieves significant improvements in both sequence recovery and structural fidelity."
jPVGiAUlNa,Applications,Health Medicine,Poster,False,3,6,Reference-Free Meta-Learning for Generalized Implicit Neural Representation in Efficient MRI Reconstruction,Haonan Zhang; Qing Wu; Xuanyu Tian; Bowen Li; Yuyao Zhang; Hongjiang Wei,,https://openreview.net/forum?id=jPVGiAUlNa,,,"Implicit Neural Representation (INR) has emerged as a powerful paradigm for continuous MRI reconstruction. However, standard self-supervised INR requires time-consuming optimization from scratch for each scan, hindering clinical deployment. This work presents IPOD, a Reference-Free Meta-Learning framework designed to learn generalized parameter initializations for INR directly from undersampled data. Distinct from conventional meta-learning that relies on fully-sampled ground truth, IPOD operates in an inverse-problem-driven manner, leveraging diverse reconstruction tasks with varying sampling patterns to capture a robust prior. Furthermore, we introduce an adaptive meta-update strategy modulated by task-specific performance to ensure optimal parameter distribution for diverse anatomical structures. Extensive experiments demonstrate that IPOD provides a superior initialization that enables rapid adaptation and achieves high-fidelity reconstruction across various imaging protocols, significantly outperforming existing INR baselines. By eliminating the dependence on reference images, IPOD offers a scalable and efficient solution for a wide range of imaging inverse problems. Code and data available at: https://github.com/zhn00310/RFML4MRI"
ieUVj77Hsz,Applications,Neuroscience Cognitive Science,Poster,False,3,6,Geometry-Guided Generative Representation for Functional Brain Graphs,Subati Abulikemu; Tiago Azevedo; Michail Mamalakis; John Suckling,,https://openreview.net/forum?id=ieUVj77Hsz,,,"In network neuroscience, functional brain systems are often characterized using separate yet related graph-theoretic or spectral descriptors, overlooking how these properties covary and partially overlap across individuals and conditions. We anticipate that dense, weighted functional connectivity graphs lie on a low-dimensional latent geometry along which both topological and spectral structures vary smoothly at the population level. Although graph-based deep learning offers a powerful framework for modeling these brain connectomes, supervised approaches are constrained by the limited availability of labeled data. Existing unsupervised graph representation methods also typically focus on node-level embeddings, which are limited in capturing compact graph-level representations that preserve information from dense functional connectomes. To address these gaps, we learn compact brain graph representations using a graph transformer autoencoder, where domain-specific, aligned functional gradient geometry provides an inductive bias to guide learning. Despite being trained in a fully unsupervised manner, our approach meaningfully separates cognitive states and enables decoding of visual stimuli, with performance further improved by incorporating neural dynamics. In parallel, to enable generation of synthetic brain graphs, we fit a diffusion model to the learned latent representation and decode samples back to dense connectomes."
9GKURFWGeh,Applications,Health Medicine,Poster,False,6,12,Marrying Generative Model of Healthcare Events with Digital Twin of Social Determinants of Health for Disease Reasoning,Ziquan Wei; Tingting Dan; Guorong Wu,2605.09771,https://openreview.net/forum?id=9GKURFWGeh,2605.09771,,"Despite the central role of sensor-derived measurements such as imaging traits and plasma biomarkers in biomedical research and clinical practice, existing generative models for disease prediction largely depend on event-level representations from hospital and registry data. Given the multi-factorial nature of human disease, the absence of explicit modeling of social determinants of health (SDoH) limits the capacity for personalized disease modeling and clinical decision support.
To address this limitation, we propose a generative model with ICD-coded proxies of SDoH for \textit{in silico} modeling of disease reasoning, a conditioned latent diffusion framework that establishes the connection between multi-organ sensor data with tokenized healthcare events. Specifically, we introduce a novel geometric diffusion model to characterize the temporal evolution of complex data representation such as brain networks (region-to-region connectivity encoded in a graph), in parallel with diffusion models for tabular data from other organ systems.
Together, we integrate the generative model with digitalized SDoH proxies (coined **DiffDT**) for simulated intervention and reasoning of future disease trajectories.
We conduct extensive experiments on the UK Biobank (UKB) dataset, which contains organ-specific imaging traits, including brain (44,834), heart (23,987), liver (28,722), and kidney (32,155), along with nearly 500k medical history sequences (age range: 25$\sim$89 years). Our **DiffDT** achieves significant improvements over state-of-the-art human disease autoregressive models and imaging trait generative baselines."
oQSqJfJUvJ,Applications,Health Medicine,Poster,False,2,4,Asymmetric Contrastive Objectives for Efficient Phenotypic Screening,Luke Nightingale; Joseph Tuersley; Scott Warchal; Andrea Cairoli; Jacob Howes; Cameron Shand; Andrew J Powell; Darren V.S. Green; Amy Strange; Michael Howell,,https://openreview.net/forum?id=oQSqJfJUvJ,,,"Phenotypic screening experiments produce many microscope images of cells under diverse perturbations, with biologically significant responses often subtle or difficult to identify visually. A central challenge is to extract image representations that distinguish activity from controls and group phenotypically similar perturbations. In this work we propose new adaptations of contrastive loss functions that incorporate experimental metadata as learned class vectors, and a geometrically inspired variant, called SPC, where class vectors are confined to the unit sphere and updated only by attractive terms (allowing more overlap of phenotypically similar classes). The approach is tested on two popular benchmarking datasets, BBBC021 and RxRx3-core; and we also evaluate performance on uncurated screens of HaCaT cells to gauge effectiveness in a realistic use-case scenario. We find we outperform prior methods across the three datasets and on a wide array of metrics measuring phenotype grouping, biological recall, drug-target interaction and mechanism-of-action inference. We also show we maintain this improved performance compared to models over 10x larger in parameter count, and that SPC can be used as an effective fine-tuning technique. The method is easy to implement and is well suited to settings with limited data or compute resources."
OMdQJQwp26,Applications,Health Medicine,Poster,False,6,12,MedMosaic: A Challenging Large Scale Benchmark of Diverse Medical Audio,Harshit Rajgarhia; Shuubham Ojha; Asif Shaik; Akhil Pothanapalli; Rachuri Lokesh; Abhishek Mukherji; Prasanna Desikan,2605.00969,https://openreview.net/forum?id=OMdQJQwp26,2605.00969,2605.00969,"Medical audio data is difficult to collect due to privacy regulations and high annotation costs arising from domain expertise. Thus, existing benchmarks tend to underrepresent complex medical audio scenarios. To address this challenge, we present MedMosaic, a medical audio question–answering dataset designed to benchmark language and audio reasoning models under realistic clinical constraints. MedMosaic features a diverse range of medical audio types, including condition-related physiological sounds, carefully constructed synthetic voices to mimic speech with artifacts as well as real short and long length clinical conversations to model varying context lengths. The dataset also features a total of 46,701 question-answer pairs, spanning categories such as multiple-choice, sequential multi-turn, and open-ended question–answers, enabling systematic evaluation of multi-hop reasoning and answer generation capabilities. Benchmarking 13 audio and multimodal reasoning models reveals that reasoning remains challenging for all evaluated systems, with substantial performance variation across question types. In particular, even state-of-the-art model like Gemini-2.5-pro can only achieve 68.1\% accuracy approximately. These findings underscore persistent limitations in medical reasoning and highlight the need for more robust, domain-specific multimodal reasoning models. A sample of benchmark data is available here:https://shorturl.at/Lyp33"
W9EgZALquo,Applications,Health Medicine,Poster,False,5,10,CellBRIDGE: Learning Cellular Trajectories via Interaction-Aware Alignment,Silas Ruhrberg Estévez; Nicolas Huynh; Tennison Liu; Roderik M. Kortlever; Gerard I. Evan; David L. Bentley; Mihaela van der Schaar,2605.30635,https://openreview.net/forum?id=W9EgZALquo,2605.30635,,"Inferring dynamics from population snapshots is a fundamental challenge in machine learning and biology. In scRNA-sequencing (scRNA-seq), destructive measurements preclude direct tracking of individual cells across time, making trajectory inference underdetermined. Optimal Transport (OT) provides a principled framework for snapshot alignment, but a long-standing modeling question is which cost functions yield biologically meaningful couplings. Standard OT approaches rely on gene-expression distances, implicitly treating cells as independent points and neglecting structured cell-cell communication mediated by ligand-receptor signaling. We introduce CellBRIDGE (Cell-Based Regularized Interaction-Driven Gene Expression), which augments feature-based OT with a directed, typed interaction cost derived from ligand-receptor activity. By explicitly modeling cell-cell communication, CellBRIDGE improves cross-snapshot couplings and downstream trajectory estimates across synthetic and real scRNA-seq datasets relative to feature-only baselines. Notably, CellBRIDGE enables mechanistically interpretable in silico perturbations: on lung cancer data, silencing specific ligand-receptor pairs induces trajectory shifts that recapitulate expected effects of targeted pathway inhibition."
ixb50TfWoM,Applications,Neuroscience Cognitive Science,Poster,False,3,6,Temporal Weighted Encoding: Towards Maximal-Capacity Spike Coding for ANN–SNN Conversion,Yiwen Gu; Junchuan Gu; Haibin Shen; Kejie Huang,,https://openreview.net/forum?id=ixb50TfWoM,,,"Spiking Neural Networks (SNNs) emulate the spiking behavior of biological neurons
and are promising for energy-efficient neuromorphic computing.
A widely used strategy to train SNNs is to convert pretrained Artificial Neural Networks (ANNs),
where the accuracy and efficiency are determined by the spike encoding scheme.
Traditional methods based on spike count or timing severely underutilize the available encoding space,
leading to large accuracy degradation under low-timestep constraints. More expressive alternatives
involve complex dynamics, which hinder scalability and practical deployment.
To address these challenges, we propose Temporal Weighted Encoding (TWE).
Spikes are implicitly assigned exponentially decaying weights through a recursive integration, drawing an analogy
to a temporal bit sequence. We systematically analyze the temporal mismatch caused by this weight pattern
and propose temporal relaxation and threshold relaxation to resolve this issue, enabling fast and
accurate activation encoding. Extensive experiments demonstrate that TWE achieves negligible conversion
loss with significantly fewer timesteps, offering a scalable and efficient solution for SNN deployment."
IalpB5Mzaz,Applications,Health Medicine,Poster,False,3,6,Time-Conditioned Foreseeing: An EHR-Specific Foundation Model for Irregular Dynamics and Calendrical Time,Bong Gyun Kang; Junyong Ahn; Hyeongrok Han; Sungroh Yoon,,https://openreview.net/forum?id=IalpB5Mzaz,,,"Electronic Health Records (EHRs) possess unique characteristics distinct from natural language, yet existing EHR foundation models often rely on suboptimal NLP-based approaches. We propose a pretraining method tailored to EHRs' distinct features. First, we introduce Pathology-Focused Binning, a density-based quantization strategy that prioritizes clinically significant numerical ranges over usual values. Second, to jointly capture both the exact timing of clinical events and the relative intervals between them, we propose Dual-Calendar Rotary Positional Embedding (RoPE), which encodes absolute and relative temporal signals. Third, we introduce the Time-Conditioned Foreseeing (TCF) objective, aligning with clinical treatment planning to forecast events across multiple temporal horizons by explicitly modeling event timing. Our approach establishes a temporal generative EHR model that outperforms existing foundation models on eleven diverse downstream tasks—achieving up to a 54% improvement in AUPRC—and enables the generation of realistic, temporally consistent patient trajectories. Code is available at https://github.com/Pusheen-cat/TCF_PFM."
